"","","","Volunteer Education Code:","Volunteer Highest grade completed:","Volunteer Highest Occupational Code:","Volunteer Highest job title/description:","Spouse/Significant Other Education Code:","Spouse/Significant Other Highest grade completed:","Spouse/Significant Other Highest Occupational Code:","Spouse/Significant Other Highest job title/description:","Maternal/Guardian #1 Education Code: (Reference age 16)","Maternal/Guardian #1 Highest grade completed:","Highest Maternal/Guardian #1 Occupational Code:","Highest Maternal/Guardian #1 job title/description:","Paternal/Guardian #2 Education Code:","Paternal/Guardian #2 Highest grade completed:","Highest Paternal/Guardian #2 Occupational Code:","Highest Paternal/Guardian #2  job title/description:","Subject SES Score","Subject Parental SES Score"
"A00052639","Adult- Age 22-59","V1","7","18","9","ADJUNCT PROFESSOR AT RCC","7","20","8","SITE MEDICAL DIRECTOR AT A CORRECTIONAL FACILITY","7","18","7","ELEMENTARY SCHOOL TEACHER","7","18","8","OWNED A PUBLIC RELATIONS FIRM ($245,000)","66.5","58.5"
"A00028691","Adult- Age 22-59","V1","7","18","7","TEACHER AND SUPERVISOR AT HOSPITAL SCHOOL","0","NA","0","NA","3","10","2","COOK IN CAFETERIA","2","8","3","TRUCK DRIVER","56","20"
"A00037784","Adult- Age 22-59","V1","2","9","3","SECURITY","3","11","5","TELEMARKETER","4","12","4","HOTEL HOUSEKEEPER","0","N/A","3","HOUSE PAINTER","27.5","32"
"A00035951","Adult- Age 22-59","V1","4","12","4","RAN SHIPPING AND RECEIVING","0","NA","0","NA","4","12","5","CLERICAL","0","NA","0","NA","32","37"
"A00061767","ONE_DAY-Age 65-85","VA","5","15","4","MAINTENANCE/REPAIR SUBWAY CARS NYC TRANSIT","6","16","8","RN","3","10","1","HOMEMAKER/NO EMPLOYMENT","3","10","1","FARMER/LABORER","46.5","14"
"A00060574","ONE_DAY- Age 22-59","VA","6","16","7","OFFICE MANAGER","0","NA","0","NA","1","NO FORMAL SCHOOLING","1","FARMER","1","NO FORMAL SCHOOLING","1","FARMER","53","8"
"A00075920","Adult- Age 22-59","V1","5","14","6","ADVERTISING/OFFICE MANAGER","5","14","6","RETAIL MANAGER","7","20","9","DENTIST","6","16","7","PUBLISHER/JOURNALIST","45","59.5"
"A00065379","ONE_DAY","VA","6","16","6","ASSISTANT GENERAL MANAGER OF HOTEL","5","14","6","ADMINISTRATIVE ASSISTANT TO VICE PRESIDENT","5","14","6","TEACHING ASSISTANT","4","12","9","FAMILY BUSINESS- AUTO PARTS","46.5","51"
"A00052197","Adult-Age 18-21","V1","4","12","3","VETERINARIAN ASSISTANT","0","N/A","0","N/A","7","19","9","LAWYER","4","12","6","AIR TRAFFIC CONTROLLER","27","54"
"A00060925","Adult- Age 22-59","V1","4","12","1","PART TIME/CUSTOMER SERVICE RETAIL","0","NA","0","NA","2","9","3","DAY CARE TEACHER/WORKER","0","NA","0","NA","17","21"
"A00040324","Older Adult- Age 65-85","V1","7","18","8","SENIOR FORENSIC ADVISOR","6","16","7","ELEMENTARY SCHOOL TEACHER","4","12","1","HOUSEWIFE","7","18","7","GOVERNMENT OFFICIAL","57","56"
"A00073942","ENROLLED","VA_ALG","4","12","6","SECRETARY AT WOMEN'S SHELTER","4","12","3","HEAVY EQUIPMENT OPERATOR","4","12","6","SALES ASSOCIATE","4","12","4","PRIVATE CONTRACTOR","34.5","37"
"A00039685","Adult- Age 22-59","V1","6","16","6","ADVERTISING AND PUBLICITY MANAGER","4","12","3","HAIR DRESSER","4","12","1","HOUSEWIFE","7","18","9","INDUSTRIAL ENGINEER","37.5","66"
"A00033647","Older Adult- Age 65-85","V1","7","18","8","HIGH SCHOOL TEACHER","0","NA","0","NA","5","13","1","HOMEMAKER","1","5","4","PLUMBER","61","21.5"
"A00040116","Adult- Age 22-59","V1","6","16","6","PAYROLL","6","17","5","SALES","5","14","MD","FINANCE-MANAGER","0","NA","0","NA","45.5","50"
"A00028656","Adult-Age 18-21","V1","5","15","2","LIFEGUARD","0","NA","0","NA","6","16","5","ACCOUNTING ASSISTANT","7","18","9","GEO CHEMIST","25","54.5"
"A00052126","Adult- Age 22-59","V1","5","14","1","STUDENT","0","N/A","0","N/A","6","16","8","RN","6","16","8","RN","20","58"
"A00033849","Adult- Age 22-59","V1","6","16","7","PROGRAM MANAGER","5","13","3","MENTAL HEALTH THERAPY AIDE","3","11","1","HOMEMAKER","2","8","3","RAILROAD WORKER","41.5","21"
"A00040757","Adult- Age 22-59","V1","5","14","5","SALES PERSON","0","NA","0","NA","7","18","3","SEAMSTRESS","2","9","4","FOREMAN","38","31"
"A00066162","ENROLLED","VA_ALG","6","16","8","REGISTERED NURSE","0","NA","0","NA","7","18","9","LAWYER","7","18","9","LAWYER","58","66"
"A00057235","ENROLLED","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","6","ADMINISTRATIVE WORK","0","NA","0","NA","20","42"
"A00028522","Older Adult- Age 65-85","V1","5","13","8","PRODUCTION MANAGER","7","18","7","TEACHER","3","10","0","NO WORK, HOUSE WIFE","3","10","3","MACHINE OPERATOR","55.5","24"
"A00059428","ENROLLED","V1","6","16","6","OFFICE ADMINISTRATOR","0","NA","0","NA","5","13","5","ADMINISTRATIVE ASSISTANT","0","NA","0","NA","48","40"
"A00058144","ENROLLED","V1","5","13","6","MEDICAL ASSISTANT","0","NA","0","NA","4","12","1","HOUSEWIFE","6","16","7","TEACHER-ELEMENTARY","45","53"
"A00053874","Adult- Age 22-59","V1","4","12","6","EXECUTIVE ASSISTANT TO A FINANCIAL PLANNER","0","NA","0","NA","4","12","3","NURSE'S AID","4","12","4","OWNED COMPUTER CONSULTING BUSINESS","42","29.5"
"A00028994","Adult- Age 22-59","V1","6","16","7","TEACHER","7","18","8","IT TECHNICIAN","4","12","6","SECRETARY","3","11","7","INSURANCE SALESMAN","57","43"
"A00058318","Older Adult- Age 65-85","V1","5","14","8","NURSE","4","12","8","OWNED AUTO PARTS PLACE","3","11","6","SECRETARY","4","12","7","OWNED GAS STATION","53.5","43"
"A00053854","ENROLLED","V1","4","12","6","BANK TELLER MANAGER","0","NA","0","NA","4","12","6","SUPERVISOR COSTCO","5","13","5","OWNS BUSINESS EXTERMINATOR ONLY EMPLOYEE","42","41"
"A00040890","Adult- Age 22-59","V1","6","16","5","SALES REP","0","NA","0","NA","6","16","8","RN IN OPERATING ROOM","0","NA","0","NA","43","58"
"A00037117","Adult- Age 22-59","V1","2","9","5","SALES ASSOCIATE AT BEST BUY","0","NA","0","NA","6","16","5","BOOKKEEPER FOR HEALTH PRODUCT STORE","2","8","3","ASSEMBLY PERSON AT GM","36","32"
"A00052502","Adult-Age 18-21","V1","4","12","1","STUDENT","0","NA","0","NA","5","14","6","OWNS DANCE STUDIOS","4","12","6","INDEPENDENT CONTRACTOR","17","43.5"
"A00028844","Adult-Age 18-21","V1","5","14","1","MOVIE THEATER USHER","0","NA","0","NA","7","18","7","4TH GRADE TEACHER","7","19","9","LAWYER","20","61"
"A00060630","Adult- Age 22-59","V1","5","13","4","CARETAKER/HOME HEALTH AID","0","NA","0","NA","5","13","4","HOME HEALTH AID","0","NA","0","NA","35","35"
"A00038159","Adult-Age 18-21","V1","5","13","1","NO REGULAR OCCUPATION","0","NA","0","NA","6","16","8","REGISTERED NURSE","6","16","8","REGISTERED NURSE","20","58"
"A00041540","Adult- Age 22-59","V1","5","13","6","MINISTER","0","NA","0","NA","4","12","6","MINISTER","5","14","6","MINISTER","45","43.5"
"A00033963","Older Adult- Age 65-85","V1","6","16","7","ELEMENTARY SCHOOL TEACHER","0","NA","0","NA","4","12","2","CHILD CARE, PRIVATE HOUSEHOLD","4","12","2","FACTORY WORKER","53","22"
"A00028625","Older Adult- Age 65-85","V1","5","13","6","MANUFACTURE REPRESENTATIVE","5","14","8","RN","3","10","4","BOOK KEEPER","3","10","4","SMALL BUSINESS OWNER","50","29"
"A00035765","Adult- Age 22-59","V1","5","14","7","SMALL GRAPHIC DESIGN BUSINESS","0","NA","0","NA","4","12","6","FIGURE SKATING","4","12","6","FIGURE SKATING","50","42"
"A00066245","ENROLLED","VA_ALG","6","16","6","MEDICAL TECHNOLOGIST","6","16","8","PHARMACIST","4","12","5","DATA ENTRY/CLERICAL","4","12","2","CONSTRUCTION/LABORER","53","29.5"
"A00035798","Adult- Age 22-59","V1","4","12","6","SELF-EMPLOYED FURNITURE RESTORER","0","NA","0","NA","7","18","8","NURSE PRACTITIONER","6","16","6","LAW ENFORCEMENT OFFICER","42","54.5"
"A00040629","Older Adult- Age 65-85","V1","6","16","7","CASE WORKER DSS","0","NA","0","NA","0","NO FORMAL SCHOOLING","2","COOK","4","12","8","MUSICAL CONDUCTOR","53","31"
"A00028352","Adult- Age 22-59","V1","6","16","4","OWN  BUSINESS","0","NA","0","NA","5","14","5","BOOK KEEPER","2","8","5","OWNS LIMOSINE COMPANY","38","35.5"
"A00073953","ENROLLED","VA_ALG","7","18","8","ASSISTANT PRINCIPAL","0","NA","0","NA","5","14","8","RN","7","21","9","DOCTOR","61","60.5"
"A00037531","Adult-Age 18-21","V1","5","13","5","CASHIER","0","NA","0","NA","7","18","8","NURSE","4","12","2","COOK","40","46.5"
"A00033752","Older Adult- Age 65-85","V1","7","18","9","RESEARCH SCIENTIST","7","18","9","RESEARCH SCIENTIST","2","9","1","HOUSEWIFE","5","13","4","CARPENTER","66","23"
"A00059664","Older Adult- Age 60-64","V1","7","20","7","ELEMENTARY SCHOOL TEACHER","6","16","8","ACCOUNTANT, COURT CLERK","4","12","5","OFFICE WORK, BOOK KEEPER","4","12","2","BUTCHER","48","29.5"
"A00044307","Adult-Age 18-21","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","5","SUPERVISOR AT VA HOSPITAL","0","NA","0","NA","20","37"
"A00044131","Adult- Age 22-59","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","6","SECRETARY","6","16","6","INSPECTOR IN NXPP","20","45"
"A00028468","Adult- Age 22-59","V1","5","15","5","SMALL BUSINESS OWNER","7","18","6","OCCUPATIONAL THERAPIST","6","16","6","LAB TECHNICIAN","7","20","9","COLLEGE PROFESSOR","45.5","57"
"A00052319","Adult- Age 22-59","V1","7","16","7","ELEMENTARY SCHOOL TEACHER","0","N/A","0","NA","4","12","1","HOUSEWIFE","4","12","6","PROFESSIONAL PHOTOGRAPHER","56","42"
"A00040181","Older Adult- Age 65-85","V1","5","13","6","SECRETARY","4","12","6","MANAGER","0","0","2","NURSEMAID","0","0","3","SUPER OF APARTMENTS","43.5","12.5"
"A00062288","ONE_DAY- Age 22-59","VA","4","12","5","SECURITY OFFICER","0","NA","0","NA","5","14","6","ACCOUNTANT/CLERK","5","14","6","ACCOUNTANT/CLERK","37","45"
"A00039490","Older Adult- Age 65-85","V1","4","12","3","THERAPY AID","0","NA","0","NA","0","UNKNOWN","1","WELFARE","0","NA","0","NA","27",""
"A00038520","Older Adult- Age 60-64","V1","7","18","8","HIGH SCHOOL PRINCIPAL","0","NA","0","NA","4","12","1","HOUSEWIFE","4","12","6","FDNY","61","29.5"
"A00040257","Older Adult- Age 65-85","V1","7","18","7","PRIMARY TEACHER","7","18","7","TELECOMMUNICATIONS MANAGER FOR NYC COMPANY","0","UNKNOWN","5","BOOKKEEPER","4","12","5","SALESMAN","56","31"
"A00033735","Older Adult- Age 65-85","V1","7","18","7","ELEMENTARY TEACHER","0","NA","0","NA","3","10","5","CLERICAL","4","12","6","MANAGER","56","38"
"A00061485","ONE_DAY-Age 60-64","VA","5","14","5","ADMINISTRATIVE ASSISTANT","6","16","5","OWN BUSINESS","4","12","1","HOMEMAKER","5","13","4","PLUMBING","41.5","35"
"A00054895","Adult- Age 22-59","V1","7","18","6","OUTREACH COORDINATOR MEALS ON WHEELS","7","18","9","CHIEF ATTORNEY/PATENTS","7","19","7","MIDDLE SCHOOL TEACHER","7","18","8","PHARMACIST","58.5","58.5"
"A00037817","Adult- Age 22-59","V1","6","16","7","MULTIMEDIA PERFORMANCE ARTIST","7","18","9","PROFESSOR OF CULTURAL ANTHROPOLOGY","0","NA","0","NA","0","NA","0","NA","59.5","NA"
"A00008399","Adult- Age 22-59","V1","5","15","4","STOCK CLERK","0","NA","0","NA","6","16","7","SALES MANAGER","4","12","6","MANAGER AT AUTOPARTS STORE","35","47.5"
"A00053473","ENROLLED","V1","5","14","5","SALES, CUSTOMER SERVICE, TECH SUPPORT","4","12","5","CUSTOMER SERVICE/TELLER CHECK CASHING","4","12","6","SOCIAL SERVICES WORKER","4","12","4","PLUMBER","38.5","37"
"A00035608","Adult- Age 22-59","V1","6","16","5","CLERICAL","0","NA","0","NA","6","16","6","HALLMARK DISPLAYS (RETAIL MANAGER)","7","18","7","COMPUTER PROGRAMMER","43","52"
"A00033640","Adult-Age 18-21","V1","5","15","1","FULL-TIME STUDENT","0","NA","0","NA","6","16","6","DAYCARE TEACHER","6","16","4","AIRFRAME AND POWERPLANT MECHANIC","20","43"
"A00035960","Adult-Age 18-21","V1","5","15","5","RETAIL, CLERICAL","0","NA","0","NA","6","16","7","MANAGEMENT AT VERIZON","5","14","6","POLICE OFFICER","40","49"
"A00063481","ONE_DAY- Age 22-59","VA","7","18","8","PRINCIPAL OF SCHOOL (SMALL)","0","NA","0","NA","6","16","7","SOCIAL WORKER","7","21","9","LAWYER","61","59.5"
"A00060372","ENROLLED","V1","7","18","8","ARCHIVIST","7","18","8","EDITOR","4","12","5","OWNED CATERING COMPANY","4","12","6","SALES REPRESENTATIVE","61","39.5"
"A00035535","Adult- Age 22-59","V1","6","16","5","MEDICAL ASSISTANT","5","15","6","POLICE OFFICER","7","18","6","PROJECT MANAGER","7","20","9","PSYCHIATRIST","44","58.5"
"A00043762","Adult- Age 22-59","V1","7","21","8","AUDIOLOGIST","7","18","9","SCHOOL PSYCHOLOGIST","6","16","1","HOMEMAKER","6","16","8","SYSTEMS ANALYST AT IBM","63.5","63"
"A00037081","Adult- Age 22-59","V1","5","13","5","CLERICAL","0","NA","0","NA","4","12","6","SECRETARY","0","UNKNOWN","5","OWNED HARDWARE STORE","40","42"
"A00053578","Adult-Age 18-21","V1","6","16","1","STUDENT","0","NA","0","NA","6","16","8","NURSE","5","14","4","MECHANIC","23","46.5"
"A00050977","Older Adult- Age 65-85","V1","6","16","6","SALES, CUSTOMER SERVICE MANAGER","6","16","7","SALES MANAGER","4","12","1","HOMEMAKER","4","12","7","BUSINESS OWNER","50.5","47"
"A00060602","Older Adult- Age 65-85","V1","7","18","7","GUIDANCE COUNSELOR","6","16","7","PURCHASING FOR HOSPITAL","4","12","3","SEAMSTRESS","4","12","4","TAILOR (CURTAINS)","54.5","29.5"
"A00060480","ENROLLED","V1","6","16","7","MILITARY/CLERICAL","0","N/A","0","N/A","5","15","8","RN","2","8","6","POLICE OFFICER","53","45.5"
"A00045554","Adult- Age 22-59","V1","5","14","5","INSURANCE SALES","7","18","7","GUIDANCE COUNSELOR","5","14","1","PUBLIC ASSISTANCE","0","NA","0","NA","48",""
"A00054622","Older Adult- Age 65-85","V1","7","18","4","PRESIDENT OF A BEVERAGE COMPANY","6","16","8","NURSE","4","12","5","ADMINISTRATIVE ASSISTANT","2","9","4","OWNER OF JEWELRY COMPANY ($25,000)","49.5","31.5"
"A00062411","ONE_DAY- Age 22-59","VA","5","13","4","STOCK HANDLER/RETAIL CLERK","0","NA","0","NA","4","12","4","FLIGHT ATTENDANT","0","NA","0","NA","35","32"
"A00008326","Adult- Age 22-59","V1","4","12","6","CENTRAL OFFICE TECHNICIAN","0","0","0","0","4","12","5","SECRETARY","2","9","3","TRUCK DRIVER","42","29"
"A00066013","ENROLLED","VA_ALG","6","16","5","ELEMENTARY SCHOOL CLERK TYPIST","5","14","6","RADIOLOGIC TECHNOLOGIST","7","18","7","TEACHER- ELEMENTARY","7","18","9","MECHANICAL ENGINEER","44","61"
"A00060628","ONE_DAY- Age 18-21","VA","4","12","4","RECEPTIONIST","0","NA","0","NA","5","14","6","OFFICE MANAGER","5","14","6","POLICE OFFICER - DETECTIVE","32","45"
"A00037866","Adult- Age 22-59","V1","6","16","6","SUPERVISOR","0","NA","0","NA","4","12","3","THERAPY AIDE OMRDD","0","NA","0","NA","48","27"
"A00043520","Adult- Age 22-59","V1","6","16","9","ELECTRICAL ENGINEER","6","16","8","RN","0","NA","0","NA","0","NA","0","NA","60.5",""
"A00057406","ENROLLED","V1","4","11","6","MANAGER OF SHOE STORE","0","N/A","0","N/A","4","12","5","RESIDENTIAL COUNSELOR/AIDE","5","14","6","SPECIAL EDUCATION ASSISTANT TEACHER","42","41"
"A00060773","ENROLLED","V1","6","16","7","ARCHIVAL ASSISTANT","0","NA","0","NA","7","18","7","TEACHER-ELEMENTARY","6","17","9","PRESIDENT OF NON-PROFIT","53","59.5"
"A00061021","Older Adult- Age 60-64","V1","7","22","9","EPIDEMIOLOGIST- CENTER FOR DISEASE CONTROL","7","22","9","PHYSICS PROFESSOR- COLLEGE","5","14","6","SECRETARY","5","13","4","CARPENTER/BUILDING INSPECTOR","66","40"
"A00028694","Adult- Age 22-59","V1","6","16","5","HUMAN RESOURCES","0","NA","0","NA","6","16","8","NURSE","0","NA","0","NA","43","58"
"A00054019","ENROLLED","V1","6","16","6","DIRECTOR OF CHILDREN'S CAMP","0","NA","0","NA","5","14","7","REAL ESTATE AGENT/INSURANCE","5","12","6","SUPERVISOR MTA","48","47.5"
"A00052180","Adult- Age 22-59","V1","5","14","4","LPN","5","14","4","OWNED SMALL BUSINESS","2","8","1","CLEANER","2","8","2","FACTORY WORKER","35","13.5"
"A00043299","Adult- Age 22-59","V1","7","18","7","ELEMENTARY SCHOOL TEACHER","0","NA","0","NA","6","16","6","OFFICE MANAGER","7","18","8","CPA","56","54.5"
"A00040383","Adult- Age 22-59","V1","5","14","6","SOFTWARE SUPPORT/ CLAIMS DEPT","0","NA","0","NA","7","18","9","COLLEGE PROFESSOR","DK","NA","0","NA","45","66"
"A00039640","Older Adult- Age 65-85","V1","7","21","8","DIRECTOR OF RESEARCH AND PLANNING","7","18","8","SENIOR REGISTRAR","7","18","8","HIGH SCHOOL TEACHER","7","18","8","HIGH SCHOOL TEACHER","61","61"
"A00057313","ENROLLED","V1","6","16","8","ACCOUNTING","0","NA","0","NA","3","10","5","THERAPY AID","0","NA","0","NA","58","34"
"A00059990","ONE_DAY- Age 18-21","VA","4","12","5","OWN BUSINESS - MULTI LEVEL MARKETING","0","NA","0","NA","4","12","5","OWN CANDLE BUSINESS","4","12","7","REAL ESTATE AGENT","37","42"
"A00052070","Older Adult- Age 65-85","V1","7","24","9","SUPERINTENDENT OF SCHOOLS","7","18","7","SPECIAL EDUCATION TEACHER","4","12","1","HOUSEWIFE","2","8","5","STOREKEEPER","61","31"
"A00057183","ENROLLED","V1","5","15","1","STUDENT","0","NA","0","NA","6","16","8","NURSE","0","NA","0","NA","20","58"
"A00060581","ONE_DAY- Age 22-59","VA","4","12","5","BANK - CUSTOMER SERVICE ASSOCIATE","0","NA","0","NA","6","16","8","ACCOUNTANT","6","16","8","ACCOUNTANT","37","58"
"A00051882","Adult- Age 22-59","V1","7","18","9","MECHANICAL ENGINEER AND TEACHER HIGH SCHOOL","7","18","9","CIVIL ENGINEER","6","16","8","RN","7","21","9","MATH PROFESSOR","66","62"
"A00061597","ONE_DAY- Age 22-59","VA","5","13","5","DOCTOR'S OFFICE/CLERICAL APPOINTMENT COORDINATOR","4","12","3","PERSONAL DRIVER/ASSISTANT FOR ACTOR","1","6","3","SEAMSTRESS","4","12","3","PHONE COMPANY/FIELD TECHNICIAN","33.5","22.5"
"A00052560","ENROLLED","V1","5","14","3","PARTS DELIVERY IN WAREHOUSE","6","16","7","PROGRAM DIRECTOR FOR MARKETING AGENCY","4","12","6","TEACHING ASSISTANT, MIDDLE SCHOOL","5","14","3","MANUFACTURING FOR PHARMACEUTICAL COMPANIES","41.5","34"
"A00037386","Adult- Age 22-59","V1","4","12","5","RECREATION COUNSELOR","4","12","4","SUPERINTENDENT","0","NA","0","NA","0","NA","0","NA","34.5",""
"A00028192","Adult- Age 22-59","V1","5","14","7","REGIONAL MANAGER FOR SOFTWARE COMPANY - MANAGED 14 PEOPLE","0","","0","","5","14","5","BOOKKEEPER FOR FLOWER SHOP","6","16","7","OWNED BUSINESS - TEXTILE SALES - HIGH VOLUME","50","46.5"
"A00061666","ONE_DAY-Age 65-85","VA","7","18","7","SOCIAL WORKER","0","NA","0","NA","4","12","2","FACTORY WORKER","4","12","4","GROCERY STORE OWNER","56","27"
"A00039916","Older Adult- Age 65-85","V1","4","12","6","OWNED SMALL BUSINESS","5","14","6","OWNED SMALL BUSINESS","4","12","1","HOMEMAKER","6","16","7","OWNED PRINTING AND DIE CUTTING BUSINESS","43.5","53"
"A00051927","Adult- Age 22-59","V1","7","20","9","PSYCHOLOGIST","6","16","7","PROJECT MANAGER","5","13","5","BILLING CLERK","7","18","9","ELECTRICAL ENGINEER","59.5","53"
"A00031166","Adult-Age 18-21","V1","5","14","1","WAITER","0","NA","0","NA","3","10","5","OUTREACH COORDINATOR AT CHURCH","7","18","7","MANAGER AT MANUFACTURING COMPANY","20","40"
"A00040741","Older Adult- Age 65-85","V1","7","18","7","ELEMENTARY SCHOOL TEACHER","6","16","8","FINANCE","4","12","5","CASHIER","4","12","3","TRUCK DRIVER","57","32"
"A00050912","Adult- Age 22-59","V1","6","16","6","ACCOUNT EXEC FOR SELLING AD SPACE","4","12","3","MEAT MANAGER","4","12","6","SECRETARY","4","12","7","SURVEYOR FOR CON EDISON","37.5","44.5"
"A00039923","Older Adult- Age 65-85","V1","7","22","8","VICE PRINCIPAL","7","16","6","MANAGER IN CHARGE OF SALES/PURCHASING","4","12","5","BOOK KEEPING","4","12","6","PHOTOGRAPHER","58.5","39.5"
"A00034987","Adult- Age 22-59","V1","5","14","6","TEACHER AIDE","4","12","4","SHIPPING AND RECEIVING CLERK","4","12","1","HOMEMAKER","5","13","4","CARPENTER","38.5","35"
"A00037712","Adult- Age 22-59","V1","4","12","6","GENERAL MANAGER","4","12","6","SUPERVISOR FOR SERVICE CONTRACTS","4","12","5","CASHIER","6","16","8","ELEMENTARY SCHOOL PRINCIPAL","42","47.5"
"A00031216","Adult-Age 18-21","V1","4","12","5","CASHIER, RESTAURANT WORKER","0","NA","0","NA","6","16","7","COMPUTER AIDED DESIGN, ARTITECHTURE","6","16","8","CERTIFIED PUBLIC ACCOUNTANT","37","55.5"
"A00055215","Adult- Age 22-59","V1","5","15","1","STUDENT","0","NA","0","NA","4","12","3","CERTIFIED NURSING ASSISTANT","4","12","3","CAB DRIVER","20","27"
"A00061210","ONE_DAY- Age 22-59","VA","7","18","6","NUTRITIONIST","0","NA","0","NA","4","12","5","BANKER/CUSTOMER SERVICE","4","12","6","POLICE OFFICER","51","39.5"
"A00040806","Adult- Age 22-59","V1","5","14","6","SALES","0","NA","0","NA","4","12","7","INSURANCE BROKER","6","16","6","SALES","45","47.5"
"A00041505","Adult- Age 22-59","V1","5","13","6","PHLEBOTOMIST","0","NA","0","NA","6","16","7","RN","4","12","6","SAFETY AND PRODUCTION MANAGER","45","47.5"
"A00028389","Older Adult- Age 60-64","V1","6","16","7","OPERATIONS MANAGER","4","12","6","DIRECTOR OF IT","1","3","2","COOK","1","3","4","EMERGENCY SERVICE","47.5","18"
"A00039952","Older Adult- Age 65-85","V1","5","15","5","CUSTOMER SERVICE OPERATOR","0","NA","0","NA","4","12","1","HOME MAKER","4","12","8","CHIEF WARRANT OFFICER AIRFORCE","40","52"
"A00038522","Adult- Age 22-59","V1","5","14","5","CLERICAL","0","N/A","0","N/A","5","13","5","CASHIER AT GROCERY STORE","7","18","7","COMPUTER SOFTWARE DEVELOPER","40","48"
"A00043722","Adult- Age 22-59","V1","5","15","6","RETAIL MANAGER","0","NA","0","NA","4","12","1","HOMEMAKER","4","12","8","CORPORATE EXECUTIVE","45","52"
"A00054504","ENROLLED","V1","5","13","5","CASHIER","0","NA","0","NA","5","14","6","DENTAL HYGENIST","0","NA","0","NA","40","45"
"A00039257","Adult- Age 22-59","V1","6","16","7","ADVERTISING SALES MANAGER","6","16","6","FDNY","6","16","7","RN","6","16","7","PHARMACEUTICAL SALES REP","51.5","53"
"A00040628","Adult-Age 18-21","V1","5","14","1","STUDENT","0","NA","0","NA","5","14","7","HOUSING SUPERVISOR FOR PSYCHIATRIC PATIENTS","6","16","8","DIRECTOR OF PSYCHIATRIC DISABILITY PROGRAM","20","54"
"A00038998","ENROLLED","V1REP","7","18","8","SPECIAL EDUCATION TEACHER-H.S.","0","NA","0","NA","7","18","8","NURSING SUPERVISOR-RN","0","NA","0","NA","61","61"
"A00067174","ENROLLED","VA_ALG","5","14","7","BRANCH MANAGER FOR ELECTRICAL SUPPLY COMPANY","4","12","5","DENTAL ASSISTANT","5","13","5","BOOKKEEPER","5","13","6","SALES MANAGER-RETAIL","43.5","42.5"
"A00053369","Older Adult- Age 60-64","V1","6","16","5","FRONT DESK COORDINATOR AT ENDODONTIST OFFICE","0","NA","0","NA","4","12","1","HOUSEWIFE","4","12","7","INSURANCE AGENT","43","47"
"A00073705","ONE_DAY-Age 65-85","VA","7","18","7","NATIONAL ACCOUNT MANAGER","7","18","9","COMPANY PRESIDENT","4","12","6","SECRETARY","4","12","7","OWNS SALES COMPANY","61","44.5"
"A00059911","ENROLLED","V1","5","13","5","SALES REPRESENTATIVE - HEALTH INSURANCE","5","13","5","SALES REPRESENTATIVE","5","14","","UNKNOWN","5","14","3","PAINTER","40","30"
"A00054441","ENROLLED","V1","7","18","7","OCCUPATIONAL THERAPIST","6","16","7","INSURANCE AGENT","3","11","3","HAIR DRESSER","4","12","7","OWNS BUSINESS - GOVERNMENT CONTRACTS","54.5","35.5"
"A00033832","Adult- Age 22-59","V1","7","18","4","CONCESSION MANAGER","0","NA","0","NA","6","16","8","REGISTERED NURSE","5","14","6","FIRE SAFETY DIRECTOR","41","51.5"
"A00038998","Adult- Age 22-59","V1","7","18","8","HIGH SCHOOL TEACHER","0","NA","0","NA","7","18","8","NURSING SUPERVISOR","0","NA","0","NA","61","61"
"A00066091","ONE_DAY","VA","6","16","7","FINANCIAL ADVISOR","0","NA","0","NA","5","13","6","OWNS BUSINESS $75K","5","14","6","CHEF","53","45"
"A00052500","ENROLLED","V1","4","12","3","DISTRIBUTION ASSISTANT IN A WAREHOUSE","0","NA","0","NA","4","12","5","NURSING ASSISTANT","4","12","3","TRUCK DRIVER","27","32"
"A00032862","Adult- Age 22-59","V1","7","18","8","HIGH SCHOOL TEACHER","7","20","9","COLLEGE PROFESSOR","2","9","6","SECERETARY, MEDICAL","2","9","6","SMALL BUSINESS OWNER","63.5","36"
"A00035625","Adult- Age 22-59","V1","5","14","6","POLICE OFFICER","5","14","6","FIREMAN","4","12","5","CLERICAL WORKER","2","7","4","MECHANIC","45","31.5"
