"","","","Writing:","Do you ever use the other hand?","Drawing:","Do you ever use the other hand?","Throwing:","Do you ever use the other hand?","Using Scissors:","Do you ever use the other hand?","Using a Toothbrush:","Do you ever use the other hand?","Using a Knife (without a fork):","Do you ever use the other hand?","Using a Spoon:","Do you ever use the other hand?","Using a Broom (upper hand):","Do you ever use the other hand?","Striking a Match:","Do you ever use the other hand?","Opening a Box (holding the lid):","Do you ever use the other hand?","Holding a Computer Mouse:","Do you ever use the other hand?","Using a Key to Unlock a Door:","Do you ever use the other hand?","Holding a Hammer:","Do you ever use the other hand?","Holding a Brush or Comb:","Do you ever use the other hand?","Holding a Cup while Drinking:","Do you ever use the other hand?","LATERALITY INDEX","DECILE"
"A00062009","ONE_DAY-Age 11","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00053744","Child Age 16-17","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","2","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00032817","Child-Age 11","V1","1","0","1","0","3","1","1","1","1","1","1","0","1","0","2","1","1","1","1","1","3","1","1","1","3","1","1","1","2","1","-55","3RD LEFT"
"A00066248","ONE_DAY-Age 7","VA","3","0","3","1","3","1","3","0","1","1","3","1","3","1","3","1","2","0","3","1","3","0","1","1","2","0","3","1","3","1","45","MIDDLE"
"A00057967","Child-Age 11","V1","3","0","3","0","1","0","3","1","3","1","3","1","2","1","2","1","2","0","1","1","3","0","3","0","3","0","3","1","3","1","20","MIDDLE"
"A00038998","ENROLLED","V1REP","3","0","3","0","3","0","3","0","3","0","1","1","2","1","3","1","3","0","2","1","3","0","2","1","3","0","3","0","2","1","60","2ND RIGHT"
"A00037877","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","1","1","3","0","2","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00040181","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00062934","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","1","2","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","80","5TH RIGHT"
"A00054621","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00037457","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","2","1","3","0","3","1","3","0","2","1","2","1","70","3RD RIGHT"
"A00040599","Older Adult- Age 60-64","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00039488","ENROLLED","V1REP","1","0","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","-65","3RD LEFT"
"A00056138","Child Age 15","V1","3","0","3","0","3","0","2","1","2","1","2","1","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","2","1","55","1ST RIGHT"
"A00062937","ONE_DAY-Age 60-64","VA","3","1","3","0","3","1","3","1","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00053203","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","2","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00057698","Child Age 12","V1","3","1","3","0","2","1","3","0","2","1","3","0","3","1","3","0","2","0","2","1","3","0","2","1","3","0","2","1","2","1","50","1ST RIGHT"
"A00057445","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","80","5TH RIGHT"
"A00057725","Child Age 7","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00037120","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00038414","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00037492","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","80","5TH RIGHT"
"A00039756","Older Adult- Age 65-85","V1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","1","0","3","0","1","0","1","0","1","0","1","1","-100","10TH LEFT"
"A00055763","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00062292","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","0","3","0","3","1","80","5TH RIGHT"
"A00038605","Adult-Age 18-21","V1","3","","3","","3","","3","","3","","3","","3","","3","","2","","2","","3","","3","1","3","","3","","2","","80!WithErrors!","MIDDLE!WithErrors!"
"A00064416","ONE_DAY-Age 16-17","VA","1","0","1","0","3","1","3","0","1","0","3","1","1","0","2","1","1","0","2","1","3","1","3","1","2","1","1","1","2","1","-30","1ST LEFT"
"A00062351","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","95","9TH RIGHT"
"A00053474","Adult-Age 18-21","V1","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00061483","ONE_DAY-Age 60-64","VA","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","0","3","1","3","1","3","0","3","0","3","1","3","1","65","2ND RIGHT"
"A00040440","Child -Age 8","V1","3","0","3","1","3","0","3","0","3","1","3","0","2","1","2","1","2","0","3","1","3","0","1","1","3","1","3","1","3","1","55","1ST RIGHT"
"A00059865","Child Age 14","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00033643","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00056679","Child Age 9-10","V1","3","0","3","0","3","1","3","1","2","1","3","0","2","1","2","1","3","0","2","1","3","0","2","1","3","0","3","0","2","1","50","1ST RIGHT"
"A00055693","Child -Age 8","V1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","3","1","1","0","1","1","1","1","1","1","-40","1ST LEFT"
"A00028678","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00032862","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00028844","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00058060","Child Age 8","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00039866","Child-Age 12","V1","3","1","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","1","1","3","1","2","0","3","0","3","1","3","1","65","2ND RIGHT"
"A00040091","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00059428","ENROLLED","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","1","90","7TH RIGHT"
"A00056453","Adolescent- Age  16-17","V1","3","1","3","1","3","1","2","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","3","1","45","MIDDLE"
"A00054206","Child Age 14","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","2","1","90","7TH RIGHT"
"A00057726","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00051477","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","2","1","3","1","3","1","2","1","2","1","2","1","3","1","3","1","3","0","2","1","2","1","50","1ST RIGHT"
"A00055612","Child -Age 8","V1","1","0","1","0","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-55","3RD LEFT"
"A00040800","Child Age 16-17","V1","1","0","1","0","1","0","1","0","1","0","1","0","1","0","2","0","1","0","1","0","2","1","1","0","1","0","1","0","1","0","-90","7TH LEFT"
"A00066246","ONE_DAY- Age 22-59","VA","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","0","2","1","3","1","3","0","2","1","3","0","2","1","2","0","65","2ND RIGHT"
"A00073600","ONE_DAY","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00051455","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","2","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00062928","ONE_DAY-Age 60-64","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00038998","Adult- Age 22-59","V1","3","0","3","0","3","0","3","1","3","0","3","1","3","0","2","1","3","1","2","1","3","0","3","1","3","0","3","0","2","1","65","2ND RIGHT"
"A00060629","ONE_DAY- Age 18-21","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00057863","Child Age 8","V1","1","0","1","0","1","0","3","1","1","1","2","0","1","1","2","1","2","0","2","1","3","1","2","1","1","0","1","1","1","0","-35","1ST LEFT"
"A00057005","ENROLLED","V1","3","1","3","0","3","1","3","0","3","1","3","1","3","0","2","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","65","2ND RIGHT"
"A00058999","ENROLLED","V1","3","0","3","0","3","0","3","0","2","0","1","1","1","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","60","2ND RIGHT"
"A00043299","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","3","1","3","1","80","5TH RIGHT"
"A00066800","ONE_DAY- Age 22-59","VA","3","0","3","0","3","1","3","0","3","0","3","1","3","1","3","1","3","0","1","1","3","0","3","1","3","0","3","1","3","1","65","2ND RIGHT"
"A00025566","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","75","4TH RIGHT"
"A00040628","ONE_DAY","VA-REP","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00040678","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00065941","ONE_DAY-AGE 15","VA","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","0","3","1","90","7TH RIGHT"
"A00064061","ONE_DAY-Age 65-85","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","80","5TH RIGHT"
"A00040525","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00039277","Adult- Age 22-59","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","0","3","1","3","1","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00061666","ONE_DAY-Age 65-85","VA","1","0","1","0","2","1","1","1","1","0","1","0","1","0","2","1","1","0","2","1","1","1","2","1","2","1","2","1","1","1","-65","3RD LEFT"
"A00037647","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","95","9TH RIGHT"
"A00059361","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00028152","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","1","3","1","3","1","3","0","3","1","3","1","3","1","3","1","3","0","3","0","3","1","70","3RD RIGHT"
"A00037267","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00033640","Adult-Age 18-21","V1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","3","0","1","1","1","0","1","0","1","1","-85","6TH LEFT"
"A00060371","ENROLLED","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","0","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00045589","Older Adult- Age 60-64","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00055920","Child Age 9-10","V1","3","0","3","0","3","0","3","0","3","0","2","1","3","0","2","1","3","1","3","0","3","0","3","0","2","0","3","1","3","0","75","4TH RIGHT"
"A00037784","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00058755","Child Age 6","V1","3","0","3","0","2","1","3","1","2","1","3","0","2","1","3","0","2","0","2","1","3","0","3","0","2","1","3","0","3","1","45","MIDDLE"
"A00065617","ONE_DAY","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","1","3","0","3","0","3","1","3","0","2","0","75","4TH RIGHT"
"A00060806","Child Age 16-17","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00053625","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00065178","ONE_DAY-Age 9-10","VA","3","0","3","0","3","0","3","0","3","0","1","0","3","0","3","0","3","0","2","0","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00040104","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00060503","Child Age 13","V1","1","0","1","0","1","0","1","0","1","0","3","0","1","0","3","0","1","0","1","0","3","0","1","0","1","0","1","0","1","0","-60","3RD LEFT"
"A00039640","Older Adult- Age 65-85","V1","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","1","3","0","3","1","3","0","3","1","3","1","85","6TH RIGHT"
"A00037123","Adult-Age 18-21","V1","3","0","3","0","3","1","3","0","3","1","3","0","3","0","1","1","3","0","3","0","3","0","3","0","3","0","3","0","2","1","75","4TH RIGHT"
"A00065749","ONE_DAY-Age 60-64","VA","1","1","1","0","1","0","1","1","1","1","1","0","1","0","2","1","1","0","1","1","3","0","1","0","1","0","1","0","1","0","-70","4TH LEFT"
"A00066865","ONE_DAY","VA","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00065934","ONE_DAY-AGE 16-17","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","0","2","1","3","0","3","0","3","0","2","1","2","1","80","5TH RIGHT"
"A00039560","Adult- Age 22-59","V1","3","0","3","0","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","90","7TH RIGHT"
"A00028352","ENROLLED","V1REP","3","1","3","1","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","0","3","1","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00052577","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","90","7TH RIGHT"
"A00031145","Adult-Age 18-21","V1","3","0","3","0","3","0","2","1","2","1","3","0","2","0","2","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","60","2ND RIGHT"
"A00028871","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00040055","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","1","3","1","3","1","3","0","2","1","3","1","3","1","3","1","2","1","2","1","75","4TH RIGHT"
"A00061021","Older Adult- Age 60-64","V1","3","1","3","1","3","1","3","0","3","0","3","1","3","1","3","1","3","1","1","0","1","1","3","1","3","1","3","1","3","1","45","MIDDLE"
"A00065611","ONE_DAY-Age 60-64","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00034073","Adolescent- Age  16-17","V1","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","1","3","0","90","7TH RIGHT"
"A00065572","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","80","5TH RIGHT"
"A00065574","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","1","3","1","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","80","5TH RIGHT"
"A00051514","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","100","10TH RIGHT"
"A00037266","Adult- Age 22-59","V1","1","0","1","0","1","1","1","1","1","1","1","0","1","0","2","1","1","1","2","1","3","0","1","0","1","1","1","1","2","1","-60","3RD LEFT"
"A00073283","ENROLLED","VA_ALG","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00059107","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","1","3","1","1","1","3","0","3","0","3","0","3","0","3","1","65","2ND RIGHT"
"A00027544","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","1","1","3","0","3","1","3","0","2","1","3","0","2","1","3","0","2","1","3","1","70","3RD RIGHT"
"A00043788","Child Age 13","V1","3","0","3","0","3","0","3","0","2","1","3","0","3","1","3","1","3","0","3","1","3","0","3","0","3","0","3","0","3","1","75","4TH RIGHT"
"A00033735","Older Adult- Age 65-85","V1","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","0","90","7TH RIGHT"
"A00031625","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","100","10TH RIGHT"
"A00053578","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","1","3","1","95","9TH RIGHT"
"A00039636","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","1","0","3","0","2","1","3","0","3","0","3","0","3","1","3","1","70","3RD RIGHT"
"A00061962","ONE_DAY- Age 22-59","VA","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","1","1","3","1","3","0","3","1","3","1","1","1","1","1","60","2ND RIGHT"
"A00035625","Adult- Age 22-59","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","1","3","0","3","0","3","0","3","1","3","1","90","7TH RIGHT"
"A00054533","Adult-Age 18-21","V1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","3","1","3","0","3","0","3","0","3","0","3","0","3","0","3","0","95","9TH RIGHT"
"A00061598","ONE_DAY- Age 22-59","VA","3","0","3","0","3","0","3","0","3","0","3","0","3","0","2","1","3","1","2","1","3","0","3","1","3","0","2","1","2","1","75","4TH RIGHT"
